START YEAR_0,START QUARTER_1,COMPLETION QUARTER_3,V-1_4,V-2_5,V-3_6,V-4_7,V-5_8,V-6_9,V-7_10,V-8_11,V-11_12,V-12_13,V-14_15,V-16_17,V-18_19,V-19_20,V-20_21,V-23_24,V-24_25,V-27_28,V-28_29,V-11.1_31,V-14.1_34,V-16.1_36,V-18.1_38,V-19.1_39,V-20.1_40,V-23.1_43,V-28.1_48,V-11.2_50,V-14.2_53,V-16.2_55,V-18.2_57,V-19.2_58,V-20.2_59,V-23.2_62,V-28.2_67,V-11.3_69,V-14.3_72,V-16.3_74,V-18.3_76,V-19.3_77,V-20.3_78,V-28.3_86,V-11.4_88,V-14.4_91,V-16.4_93,V-18.4_95,V-19.4_96,V-20.4_97
87,1,2,16,370.0,120.0,81.4,220,339.07,5,1600,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
74,4,2,11,600.0,160.0,12.0,20,392.14,6,110,2028.0,23.1,2.3,754.3,100.73,1404.45,15,1750.0,3875.0,1232.42,26822.25,2422.0,2.51,724.1,67.15,936.3,15,1750.0,17881.5,1785.0,2.06,544.5,33.58,468.15,15,1750.0,8940.75,1892.0,2.46,504.5,107.3,989.3,15,34738.0,1562.0,1.51,494.6,80.48,741.98,15
86,2,1,17,540.0,140.0,113.4,210,406.81,7,610,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
76,1,4,3,2100.0,500.0,126.0,60,1158.47,11,300,3321.0,31.4,2.69,1430.8,147.9,2882.8,15,1755.0,4695.0,1936.75,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,1755.0,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15,1755.0,18409.0,2507.0,3.31,1163.3,36.98,720.7,15,9204.5,2309.0,3.51,867.4,134.3,1872.6,15
82,2,1,4,1600.0,360.0,272.0,170,728.63,7,1200,2217.0,72.9,1.81,4521.3,83.7,3622.15,15,8148.33,8186.0,6703.06,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14
83,1,3,17,690.0,180.0,89.7,130,444.52,6,540,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
78,2,4,7,940.0,250.0,94.0,100,723.33,6,550,2272.0,43.4,1.72,1179.5,64.55,2363.18,15,1755.0,8315.0,1718.9,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15
85,1,4,2,2250.0,690.0,765.0,340,853.01,3,2200,3052.0,124.4,2.75,4602.1,299.4,43446.8,15,9114.22,9131.0,9459.4,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,9063.61,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15
86,2,4,20,2500.0,510.0,325.0,130,251.84,6,1100,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
80,4,1,7,1540.0,400.0,154.0,100,555.04,5,870,4986.0,55.5,3.94,3663.5,179.63,9342.45,15,1755.0,8018.0,3538.71,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,1755.0,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15
79,1,2,15,1230.0,320.0,86.1,70,479.6,5,240,3670.0,46.3,3.25,1979.0,258.2,9452.7,15,1755.0,8420.0,2206.19,40234.0,2964.0,2.67,1298.1,193.65,7089.53,15,1755.0,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15,1755.0,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15
87,1,2,1,3000.0,800.0,1230.0,410,631.91,13,5000,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
86,4,3,19,1160.0,260.0,313.2,270,436.27,7,1200,6370.0,190.3,5.33,12930.0,294.98,52083.6,11,9329.64,9396.0,9700.0,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14
84,1,3,18,950.0,250.0,133.0,140,337.33,6,610,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
86,1,2,19,1820.0,470.0,382.2,210,379.13,5,720,5606.0,149.1,4.09,6622.5,432.4,73143.5,14,9231.76,9286.0,9821.0,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15
85,4,2,5,1810.0,400.0,488.7,270,538.07,6,2000,4079.0,143.4,3.44,8758.2,324.3,54857.63,14,9216.19,9244.0,10078.4,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15
87,1,2,13,982.5,202.5,353.7,360,554.84,5,1900,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
79,2,2,20,830.0,260.0,41.5,50,287.51,4,600,4072.0,47.8,3.39,2034.8,54.25,2611.4,15,1755.0,8418.0,2424.37,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15,1755.0,40234.0,2964.0,2.67,1298.1,193.65,7089.53,15,1755.0,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15
77,3,4,14,940.0,250.0,56.4,60,462.8,5,190,2628.0,39.3,1.52,1284.5,142.9,3244.55,15,1755.0,5827.0,1527.55,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15,1755.0,9766.5,2693.0,1.55,1529.0,175.7,3994.7,15,1755.0,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15
85,1,2,5,3650.0,940.0,1168.0,320,802.83,5,1500,3052.0,124.4,2.75,4602.1,299.4,43446.8,15,9114.22,9131.0,9459.4,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,9063.61,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15
84,4,2,10,280.0,90.0,44.8,160,388.7,6,710,2918.0,120.2,2.29,5136.1,224.55,32585.1,15,9063.61,9078.0,10304.2,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15
81,2,4,5,2630.0,580.0,315.6,120,599.1,6,850,6713.0,59.1,5.65,3878.4,93.0,3937.2,14,7924.48,7994.0,4294.06,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15
85,4,2,2,610.0,160.0,183.0,300,597.86,6,2700,4079.0,143.4,3.44,8758.2,324.3,54857.63,14,9216.19,9244.0,10078.4,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15
75,1,3,17,1750.0,300.0,52.5,30,400.73,10,130,2309.0,24.3,3.51,867.4,134.3,1872.6,15,1750.0,4063.0,1549.44,35763.0,2028.0,2.3,754.3,100.73,1404.45,15,1750.0,26822.25,2422.0,2.51,724.1,67.15,936.3,15,1750.0,17881.5,1785.0,2.06,544.5,33.58,468.15,15,8940.75,1892.0,2.46,504.5,107.3,989.3,15
76,4,1,3,1710.0,440.0,119.7,70,525.49,5,880,2790.0,35.7,1.28,1083.9,131.78,2996.03,15,1755.0,4718.0,1625.98,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15,1755.0,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,1755.0,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15
82,1,3,8,620.0,160.0,62.0,100,436.04,6,1100,3255.0,69.4,2.84,5146.3,372.0,15748.8,14,8002.21,8058.0,5062.76,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,7930.66,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15
75,2,3,3,1150.0,300.0,80.5,70,718.57,5,620,2507.0,26.9,3.31,1163.3,36.98,720.7,15,1751.67,4198.0,2000.42,9204.5,2309.0,3.51,867.4,134.3,1872.6,15,1750.0,35763.0,2028.0,2.3,754.3,100.73,1404.45,15,1750.0,26822.25,2422.0,2.51,724.1,67.15,936.3,15,17881.5,1785.0,2.06,544.5,33.58,468.15,15
78,3,1,15,750.0,200.0,45.0,60,423.07,6,360,3213.0,44.5,2.48,1563.4,129.1,4726.35,15,1755.0,9048.0,1766.35,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15,1755.0,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15
84,4,2,18,600.0,160.0,72.0,120,291.53,6,630,2918.0,120.2,2.29,5136.1,224.55,32585.1,15,9063.61,9078.0,10304.2,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15
84,1,3,1,1830.0,410.0,494.1,270,650.57,6,3700,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
81,2,4,20,600.0,150.0,36.0,60,299.55,6,570,6713.0,59.1,5.65,3878.4,93.0,3937.2,14,7924.48,7994.0,4294.06,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15
77,1,3,13,670.0,180.0,46.9,70,539.11,6,290,2693.0,36.2,1.55,1529.0,175.7,3994.7,15,1755.0,4930.0,1653.06,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15,1755.0,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15,1755.0,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15
85,3,2,19,1150.0,260.0,161.0,140,307.54,7,990,3629.0,137.4,3.45,6232.8,216.2,36571.75,14,9185.48,9208.0,9501.3,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,9114.22,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15
83,1,2,2,5540.0,850.0,1551.2,280,957.42,9,1200,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
84,1,3,17,370.0,80.0,51.8,140,337.33,14,470,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
78,3,1,1,750.0,200.0,90.0,120,846.15,6,1100,3213.0,44.5,2.48,1563.4,129.1,4726.35,15,1755.0,9048.0,1766.35,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15,1755.0,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15
82,2,3,6,3260.0,720.0,489.0,150,642.91,5,1500,2217.0,72.9,1.81,4521.3,83.7,3622.15,15,8148.33,8186.0,6703.06,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14
80,3,4,2,1260.0,330.0,189.0,150,875.96,5,790,6788.0,54.2,5.41,3755.8,119.75,6228.3,15,1755.0,8001.0,3347.72,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15
77,4,2,16,810.0,210.0,48.6,60,432.44,6,260,1580.0,40.3,1.15,1149.5,214.35,4866.83,15,1755.0,6714.0,1535.16,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,1755.0,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15,1755.0,9766.5,2693.0,1.55,1529.0,175.7,3994.7,15,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15
84,1,2,8,1060.0,280.0,349.8,330,795.15,5,1600,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
78,2,2,17,1520.0,470.0,60.8,40,289.33,4,250,2272.0,43.4,1.72,1179.5,64.55,2363.18,15,1755.0,8315.0,1718.9,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15
82,3,4,18,1380.0,360.0,82.8,60,245.28,5,430,2247.0,76.9,2.04,4107.4,167.4,7244.3,15,8271.46,8325.0,8993.0,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,8148.33,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14
78,2,1,7,1310.0,290.0,104.8,80,578.67,7,480,2272.0,43.4,1.72,1179.5,64.55,2363.18,15,1755.0,8315.0,1718.9,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15
87,1,1,4,2100.0,380.0,819.0,390,601.08,4,2800,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
81,3,2,14,1110.0,250.0,88.8,80,390.29,7,900,6796.0,62.6,3.72,4730.8,186.0,7874.4,14,7930.66,8004.0,4756.68,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,7924.48,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15
75,3,1,7,680.0,180.0,40.8,60,644.47,6,300,3302.0,29.5,3.56,1668.9,73.95,1441.4,15,1755.0,4252.0,2134.49,18409.0,2507.0,3.31,1163.3,36.98,720.7,15,1751.67,9204.5,2309.0,3.51,867.4,134.3,1872.6,15,1750.0,35763.0,2028.0,2.3,754.3,100.73,1404.45,15,26822.25,2422.0,2.51,724.1,67.15,936.3,15
77,2,1,20,560.0,220.0,22.4,40,319.47,3,350,2374.0,38.0,0.92,1191.1,71.45,1622.28,15,1755.0,5565.0,1601.79,9766.5,2693.0,1.55,1529.0,175.7,3994.7,15,1755.0,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15,1755.0,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15,18966.5,3840.0,2.32,2211.5,43.93,998.68,15
75,3,1,7,900.0,150.0,63.0,70,751.88,6,210,3302.0,29.5,3.56,1668.9,73.95,1441.4,15,1755.0,4252.0,2134.49,18409.0,2507.0,3.31,1163.3,36.98,720.7,15,1751.67,9204.5,2309.0,3.51,867.4,134.3,1872.6,15,1750.0,35763.0,2028.0,2.3,754.3,100.73,1404.45,15,26822.25,2422.0,2.51,724.1,67.15,936.3,15
84,2,4,20,2100.0,600.0,210.0,100,288.37,10,640,2859.0,111.4,2.5,6622.6,74.85,10861.7,15,8920.04,8938.0,12423.86,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,8842.18,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15
84,2,2,1,1860.0,480.0,539.4,290,836.28,4,3300,2859.0,111.4,2.5,6622.6,74.85,10861.7,15,8920.04,8938.0,12423.86,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,8842.18,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15
86,3,2,4,1130.0,260.0,339.0,300,511.56,3,1400,5909.0,177.6,6.88,8146.1,196.65,34722.4,11,9297.06,9347.0,10149.0,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14
83,3,2,19,520.0,140.0,57.2,110,341.82,7,420,3561.0,98.2,2.76,3819.0,104.4,8792.15,15,8699.73,8735.0,13596.37,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,8555.54,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15
78,2,4,4,1895.0,550.0,379.0,200,1446.67,6,450,2272.0,43.4,1.72,1179.5,64.55,2363.18,15,1755.0,8315.0,1718.9,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15
84,1,3,3,2530.0,560.0,759.0,300,722.86,6,1800,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
84,2,4,1,3700.0,820.0,962.0,260,749.77,6,2600,2859.0,111.4,2.5,6622.6,74.85,10861.7,15,8920.04,8938.0,12423.86,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,8842.18,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15
80,2,4,8,1050.0,270.0,115.5,110,612.31,6,840,5728.0,52.4,5.4,2931.4,59.88,3114.15,15,1755.0,8013.0,3387.72,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15
86,4,1,3,2140.0,400.0,813.2,380,614.0,5,3200,6370.0,190.3,5.33,12930.0,294.98,52083.6,11,9329.64,9396.0,9700.0,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14
86,1,1,18,680.0,160.0,142.8,210,379.13,8,900,5606.0,149.1,4.09,6622.5,432.4,73143.5,14,9231.76,9286.0,9821.0,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15
86,3,2,6,1450.0,320.0,377.0,260,443.35,7,3100,5909.0,177.6,6.88,8146.1,196.65,34722.4,11,9297.06,9347.0,10149.0,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14
83,1,1,20,840.0,190.0,67.2,80,273.55,8,650,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
84,3,4,18,990.0,260.0,158.4,160,402.83,5,830,2264.0,116.3,2.47,4858.1,149.7,21723.4,15,9000.91,9022.0,10411.45,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,8842.18,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15
83,2,1,14,580.0,150.0,75.4,130,442.94,7,1100,3157.0,92.8,3.05,3896.7,52.2,4396.08,15,8555.54,8585.0,12063.5,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15
76,1,2,19,1530.0,390.0,15.3,10,193.08,5,120,3321.0,31.4,2.69,1430.8,147.9,2882.8,15,1755.0,4695.0,1936.75,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,1755.0,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15,1755.0,18409.0,2507.0,3.31,1163.3,36.98,720.7,15,9204.5,2309.0,3.51,867.4,134.3,1872.6,15
84,2,4,16,780.0,200.0,117.0,150,432.56,6,1000,2859.0,111.4,2.5,6622.6,74.85,10861.7,15,8920.04,8938.0,12423.86,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,8842.18,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15
81,1,3,14,800.0,210.0,56.0,70,372.41,6,440,6713.0,56.2,6.11,3485.8,239.5,12456.6,15,1755.0,8003.0,3758.77,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,1755.0,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15
76,3,3,14,920.0,290.0,36.8,40,325.39,4,370,4638.0,34.6,2.28,1861.2,87.85,1997.35,15,1755.0,4730.0,1645.98,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,1755.0,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15,1755.0,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15
